"word" "definition"
"십진-법" "10을 기수(基數)로 쓰는 실수의 기수법(記數法). 숫자 0, 1, 2, 3, 4, 5, 6, 7, 8, 9를 써서 10배마다 윗자리로 올려 나아가는 표시법이다."
