"word" "definition"
"동류^근수" "거듭제곱의 인수를 근호 밖으로 끌어내거나 분모를 유리화하여 간단한 꼴로 만들었을 때, 근호 안의 부분이 같은 근수들. ,  ,   따위는 각각 ,  ,  이 되기 때문에 동류 근수이다."
