"word" "definition"
"해변-말미잘" "해변말미잘과의 하나. 몸의 길이는 2~3cm, 입의 지름은 2~4cm이다. 몸빛은 짙은 분홍색에 아래쪽은 다소 장밋빛을 띠고, 입 끝에 있는 혹은 청색이다. 입 주위에만 물이 드나드는 구멍이 있으며, 촉수의 배열식은 6, 12, 24, 48, 96이다. 보통 간만선(干滿線) 사이의 바위틈에 붙어서 사는데, 한국 남해와 일본 중부 이남에 분포한다. (Actinia equina)"
