"word" "definition"
"확인^행위" "특정한 사실이나 법률관계에 대하여 의문이 있는 경우에 공권적(公權的)으로 그 존부(存否) 또는 정부(正否)를 확정하는 준법률 행위적 행정 행위. 당선인의 결정, 국가시험 합격자 결정, 교과서 검정, 소득 금액 결정, 행정 소송 확인 판결 따위가 있다."
