"word" "definition"
"비트키에비치" "폴란드의 극작가ㆍ소설가ㆍ화가(1885~1939). 폴란드 전위파의 선구자로, 예술에 있어서의 순수 형식과 포멀리즘(formalism)을 주장하여 부조리극을 완성하였다. 작품에 희곡 , , , 소설 ,  따위가 있다."
