"word" "definition"
"육십갑자-병납음" "육십갑자를 5음에 분배하여, 1율이 5음을 가지게 하고 12율을 60음에 배정하여 늘어놓은 것. 갑자 을축 해중금(海中金), 병인 정묘 노중화(爐中火), 무진 기사 대림목(大林木), 경오 신미 노방토(路傍土), 임신 계유 검봉금(劒鋒金), 갑술 을해 산두화(山頭火), 병자 정축 간하수(澗下水), 무인 기묘 성두토(城頭土), 경진 신사 백랍금(白鑞金), 임오 계미 양류목(楊柳木), 갑신 을유 정중수(井中水), 병술 정해 옥상토(屋上土), 무자 기축 벽력화(霹靂火), 경인 신묘 송백목(松柏木), 임진 계사 장류수(長流水), 갑오 을미 사중금(沙中金), 병신 정유 산하화(山下火), 무술 기해 평지목(平地木), 경자 신축 벽상토(壁上土), 임인 계묘 금박금(金箔金), 갑진 을사 복등화(覆燈火), 병오 정미 천하수(天河水), 무신 기유 대역토(大驛土), 경술 신해 차천금(釵釧金), 임자 계축 상백목(桑柏木), 갑인 을묘 대계수(大溪水), 병진 정사 사중토(沙中土), 무오 기미 천상화(天上火), 경신 신유 석류목(石榴木), 임술 계해 대해수(大海水)이다."
