"word" "definition"
"검정-넓적꽃등에" "꽃등엣과의 곤충. 몸의 길이는 1.2cm 정도이며 검은색인데, 다리는 누런 갈색이며 날개는 투명한 막성이다. 배의 제2~4마디에는 누런빛을 띤 붉은색의 가로무늬가 있다. 진딧물의 천적이며 한국, 일본, 대만, 인도 등지에 분포한다. (Betasyrphus serarius)"
