"word" "definition"
"크로스바" "축구ㆍ럭비 따위에서, 골포스트를 가로지른 대. ≒골바."
"크로스바" "높이뛰기에서, 높이뛰기틀의 기둥을 가로지른 대. ‘가름새’로 순화."
