"word" "definition"
"자반-풀" "지칫과의 여러해살이풀. 줄기는 높이가 20~40cm이며, 근생엽은 꽃 필 때 없어지고 경엽은 긴 타원형으로 끝이 뾰족하다. 7월에 하늘색 꽃이 총상(總狀) 화서로 피고 편평한 원형의 열매가 열린다. 한국의 지리산, 일본에 분포한다. (Omphalodes krameri)"
