"word" "definition"
"이-서구" "극작가ㆍ언론인(1899~1982). 1920년 ≪동아일보≫ 창간에 참여하고 이후 ≪조선일보≫와 ≪매일신보≫를 거쳐서 연극 활동에 가담하였다. 광복 후에 방송극을 집필, 극작가 협회 회장과 방송인 협회 이사장 등을 역임하였다. 작품에 , , ,  따위가 있다."
