"word" "definition"
"이폴리토프이바노프" "소련 국민악파의 작곡가(1859~1935). 모스크바 음악원장과 볼쇼이 극장 감독 등을 지냈다. 민속악을 토대로 하여 동양적인 색채를 띤 작품이 특징이다. 작품에 조곡(組曲)  따위가 있다."
