"word" "definition"
"평서-문" "화자가 사건의 내용을 객관적으로 진술하는 문장. 평서형 어미로 문장을 끝맺는데 \"하얀 눈이 왔다.\" 따위이다. ≒베풂월ㆍ서술문.
"
