"word" "definition"
"꽃내미-장단" "충북 풍물놀이에서, ‘덩더꿍이장단’을 이르는 말."
"꽃내미-장단" "충청도와 전라도에서, 무동을 어깨 위에 세우고 춤출 때 쓰는 장단."
