"word" "definition"
"말의^오류" "말의 의미로 보아, 동일한 낱말 또는 동일한 말귀가 모호하고 다의한 데에서 생기는 오류. 모호한 말이나 말귀, 결합, 분해, 강조, 비유 따위의 잘못된 사용에서 생긴다. ≒언어적 오류."
