"word" "definition"
"멧-비둘기" "비둘깃과의 새. 암수가 비슷하며, 몸은 포도색을 띤 회갈색이다. 목의 옆에는 청회색과 흑색의 무늬가 있으며, 꼬리는 흑갈색으로 끝에 회백색의 무늬가 있다. 부리는 어두운 잿빛이고 다리는 암적색이다. 눈의 홍채는 등갈색을 띤다. 정원, 산림, 나무가 있는 곳에서 흔하게 번식하며 작은 나뭇가지로 엉성하게 둥지를 만들고 2개의 알을 낳는다. 시베리아 남부, 사할린, 한국, 일본, 중국, 히말라야 등에 분포한다. ≒골구ㆍ산구02ㆍ산비둘기. (Streptopelia orientalis)"
