"word" "definition"
"조-중환" "소설가ㆍ연극인(1863~1944). 호는 일재(一齋). 윤백남과 함께 극단 문수성(文秀星)을 창립하여 일본 소설을 번안ㆍ상연하였고, 우리나라 최초의 희곡 을 창작하였다. 작품에 신소설 , ,  따위가 있다. "
