"word" "definition"
"백견-병" "식물에 생기는 병의 하나. 오이, 토마토, 담배, 콩, 깨, 삼 따위의 식물에 담자균이 기생하여 발생한다. 처음에는 식물 줄기의 밑동에 흰 비단실 모양의 광택이 있는 균사가 엉기고, 그 뒤 다갈색 좁쌀 모양의 균핵(菌核)이 생겨 껍질이 썩으며, 때로는 식물 전체가 말라 죽는다. 따뜻한 곳에 많은데 장마철에 발생한다."
