"word" "definition"
"진도^씻김굿" "전라남도 진도에서 행하는 씻김굿. 시간과 장소에 따라 굿의 내용이 다르다. 곽머리 씻김굿, 소상씻김굿, 대상씻김굿, 날받이 씻김굿, 가묘 씻김굿, 영화씻김굿, 넋건지기굿, 저승혼사굿 따위가 있다. 안땅, 혼맞이, 초가망석, 쳐올리기, 손님굿, 제석굿, 고풀이, 영혼말이, 이슬털기, 왕풀이, 넋풀이, 동갑풀이, 약풀이, 넋올리기, 손대잡이, 희설, 길닦음, 종천의 절차로 이루어진다. 중요 무형 문화재 제72호."
