"word" "definition"
"상어" "연골어강 악상어목의 물고기를 통틀어 이르는 말. 몸의 길이는 0.4~18미터이고 방추형이며, 방패 비늘로 덮여 있다. 지느러미가 발달하고 날카로운 이빨이 있다. 체내 수정을 하고 난생과 난태생이 있으며 민첩하고 사납다. 고래상어, 괭이상어, 돌상어, 별상어, 수염상어, 악상어, 철갑상어 따위가 있다. ≒교어04(鮫魚)ㆍ사어03(沙魚)「2」.  "
