"word" "definition"
"사르트르" "프랑스의 소설가ㆍ철학자(1905~1980). 잡지 ≪현대≫를 주재하면서 문단과 논단에서 활약하였으며, 무신론적 실존주의를 제창하였다. 문학자의 사회 참여를 주장하고, 공산주의에 접근하였다. 작품에 소설 , , 철학서 ≪존재와 무≫ 따위가 있다."
