"word" "definition"
"천-관우" "언론인ㆍ국사학자(1925~1991). 호는 후석(後石). ≪조선일보≫ 편집국장과 ≪동아일보≫ 주필을 지냈으며, 저서에 ≪한국사의 재발견≫, ≪고조선사(古朝鮮史)≫ 따위가 있다."
