"word" "definition"
"백천-학해" "중국 송나라 때에, 좌규(左圭)가 편집한 총서. 수필, 서화, 시문, 시화, 박물 따위에 관한 단편의 글이 100여 종의 책에 수록되어 있다. 1273년에 완성하였다. 177권."
