"word" "definition"
"연초^전매법" "예전에, 연초의 경작, 제조, 판매 따위에 관하여 정하던 법률. 전매권의 정부 귀속, 엽연초의 수납, 판매 허가, 판매 가격 지정, 연초 유사품의 제조나 판매 금지, 처벌, 허가 취소, 범죄 관련 연초 몰수 따위를 규정하였다. 1988년 ‘담배 사업법’의 제정으로 폐지되었다. "
