"word" "definition"
"수식-되다" "겉모양이 꾸며지다."
"수식-되다" "문장의 표현이 화려하게, 또는 기교 있게 꾸며지다."
"수식-되다" "『언어』문장에서, 체언과 용언에 말이 덧붙어 뜻이 더욱 분명해지다."
