"word" "definition"
"오과" "복숭아, 자두, 살구, 밤, 대추의 다섯 가지 과실."
"오과" "『불교』범서(梵書)에서 다섯 가지로 나누어 이르는 과실의 총칭. 복숭아ㆍ대추ㆍ살구 따위를 핵과(核果), 배ㆍ사과 따위를 부과(膚果), 콩ㆍ팥 따위를 각과(殼果), 솔방울ㆍ잣 따위를 회과(檜果), 야자ㆍ호두 따위를 견과(堅果)라고 한다."
