"word" "definition"
"노계-집" "조선 시대에, 노계 박인로의 시문집. 정조 24년(1800)에 간행된 초간본과 광무(光武) 8년(1904)에 간행된 중간본을 비롯하여 세 종류가 있다. , , , , , , ,  따위의 가사(歌辭)와 단가(短歌) 60여 수가 수록되어 있다. 3권 2책의 목판본."
