"word" "definition"
"광중" "시체가 놓이는 무덤의 구덩이 부분을 이르는 말. ≒광내(壙內)ㆍ광혈01(壙穴)ㆍ묘혈(墓穴)ㆍ장혈01(葬穴)ㆍ지실02(地室)ㆍ지중01(地中)「2」.  "
