"word" "definition"
"빈랑-나무" "종려나뭇과의 상록 교목. 높이는 25미터 정도이다. 잎은 길이가 1~2미터이고 우상 복엽이며, 밑부분은 잎집으로 되어 원줄기를 감싼다. 꽃은 단성화이며 육수(肉穗) 화서로 피고 흰색이다. 열매는 둥글거나 타원형 또는 긴 것이 있고, 누런색이나 붉은색이며 기호품으로 씹거나 염료로 쓰이고, 어린잎은 식용한다. 촌충 약, 설사약, 피부약, 두통약으로도 쓴다. 인도, 말레이시아에서 과실나무로 재배한다. ≒빈랑02(檳榔)「1」. (Areca catechu)"
