"word" "definition"
"기봉^소설" "우연과 요행이 많은 고대 소설의 한 유형. 주인공들이 인생의 곡절 속에서 기이한 인연으로 우연히 만나게 되는 것을 주요 내용으로 한다. , ,  따위가 있다."
