"word" "definition"
"아이스킬로스" "고대 그리스의 3대 비극 시인 가운데 한 사람(B.C.525~B.C.456). 합창과 낭송만으로 이루어진 초기의 극예술을 노래와 대사 및 행위가 어우러진 형태로 끌어올렸다. 주로 운명에 저항하는 인간의 영웅적 자세를 묘사하였으며, 작품에 , ,  따위가 있다."
