"word" "definition"
"행성" "중심 별의 강한 인력의 영향으로 타원 궤도를 그리며 중심 별의 주위를 도는 천체. 스스로 빛을 내지 못하고, 중심 별의 빛을 받아 반사한다. 태양계에는 수성, 금성, 지구, 화성, 목성, 토성, 천왕성, 해왕성의 여덟 개 행성이 있다. ≒떠돌이별ㆍ유성07ㆍ혹성."
