"word" "definition"
"강-소천" "아동 문학가(1915~1963). 본명은 용률(龍律). 동요 가 ≪조선일보≫ 신춘문예에 당선된 이후, 아동 문학의 보급과 육성에 힘썼다. 작품에 , , , ,  따위가 있다."
