"word" "definition"
"탄연" "고려 인종 때의 승려(1070~1159). 속성은 손(孫). 호는 묵암(默庵). 혜소 국사(慧炤國師)에게서 선(禪)을 배워 선풍(禪風)을 크게 일으켰다. 서예에도 뛰어나 김생에 버금가는 명필로 알려졌으며, , ,  따위의 글씨를 남겼다."
