"word" "definition"
"콩진디물" "진딧물과의 곤충. 성충의 몸의 길이는 날개 없는 것은 1.5mm, 날개 있는 것은 1.2mm 정도이며, 누런 갈색 또는 어두운 갈색이다. 앞날개는 투명하고 시맥은 누런 회색이다. 한 해에 15번 정도 생기는데 콩과 식물을 해친다."
