"word" "definition"
"당후-관" "고려 시대에, 중추원에 속한 정칠품 벼슬."
"당후-관" "조선 전기에, 중추원에 속한 정칠품 벼슬. 계의관을 고친 것이다. 정종 2년(1400)에 중추원의 승지가 독립하여 승정원이 되면서 이곳의 소속으로 바꾸고 뒤에 주서(注書)로 고쳤다."
