"word" "definition"
"금속^비누" "고급 지방산, 수지산(樹脂酸), 나프텐산 따위의 알칼리 금속염 이외의 금속염으로 된 비누. 알루미늄 비누, 칼슘 비누 따위가 있는데 이들은 알칼리 금속을 사용한 보통의 비누와 달리 물에 잘 녹지 않고 결정성을 띠며 세척력이 없는 특성을 지닌다. 건조제, 방수제, 살충제, 살균제, 안료, 화장품, 의약품, 농약 따위의 여러 가지 용도로 쓴다."
