"word" "definition"
"볼타의^열" "전기를 띠는 순서에 따라 세운 금속의 배열. 두 가지 금속을 서로 대면 이들 사이에 접촉 전위차가 생기는데, 여러 종류의 금속에 대하여 이것을 되풀이하면 +로 더 많이 전기를 띠는 금속에서부터 －로 더 많이 전기를 띠는 금속의 순서가 정하여진다. Zn, Cd, Sn, Pb, W, Fe, Bi, Sb, Cu, Ag, Au, Ti, Pt, Pd의 차례이다."
