"word" "definition"
"김-용호" "시인(1912~1973). 호는 학산(鶴山)ㆍ야돈(野豚)ㆍ추강(秋江). 일제 강점기를 배경으로 어두운 시대상과 압박을 받는 민족의 현실을 읊다가 차츰 서민 생활을 노래하였다. 작품에 첫 시집 ≪향연≫을 비롯하여 , ,  따위가 있다. "
