"word" "definition"
"경기^민요" "서울, 경기 지방을 중심으로 불린 민요. 노동요가 적고 창(唱)으로 부르기 위한 것이 많아 사설이 정돈되고 기교적이며, 맑고 경쾌한 장단을 가지고 있다. 노랫가락, 방아 타령, 양산도, 도라지 타령, 매화 타령, 아리랑, 사발가, 태평가, 오독도기, 개성 난봉가, 늴리리야 따위가 있다."
