"word" "definition"
"독립-어" "문장의 다른 성분과 밀접한 관계없이 독립적으로 쓰는 말. 감탄사, 호격 조사가 붙은 명사, 제시어, 대답하는 말, 문장 접속 부사 따위가 이에 속한다. ‘아, 달이 밝다.’, ‘주한아, 산에 가자.’, ‘청춘, 이것은 듣기만 해도 가슴이 설레는 말이다.’, ‘예, 맞습니다.’, ‘날씨가 흐리다. 그러나 비는 오지 않는다.’에서 ‘아’, ‘주한아’, ‘청춘’, ‘예’, ‘그러나’ 따위이다."
