"word" "definition"
"되다" "새로운 신분이나 지위를 가지다."
"되다" "【…으로】다른 것으로 바뀌거나 변하다."
"되다" "어떤 때나 시기, 상태에 이르다."
"되다" "일정한 수량에 차거나 이르다."
"되다" "어떤 대상의 수량, 요금 따위가 얼마이거나 장소가 어디이다."
"되다" "사람으로서의 품격과 덕을 갖추다."
"되다" "어떠한 심리적 상태에 놓이다."
"되다" "【…에게 …이】【(…과) …이】((‘…과’가 나타나지 않을 때는 여럿임을 뜻하는 말이 주어로 온다))어떤 사람과 어떤 관계를 맺고 있다."
"되다" "어떤 재료나 성분으로 이루어지다."
"되다" "어떤 형태나 구조로 이루어지다."
"되다" "문서나 서류에 어떤 사람이나 조직의 이름이 쓰이다."
"되다" "((‘-게’ 대신에 ‘잘, 적당히, 원하는 대로’ 따위의 부사나 부사어가 사용되기도 한다))"
"되다" "어떤 사물이나 현상이 생겨나거나 만들어지다."
"되다" "일이 잘 이루어지다."
"되다" "작물 따위가 잘 자라다."
"되다" "어떤 사물이 제 기능을 다 하거나 수명이 다하다."
"되다" "어떤 상황이나 사태에 이르다."
"되다" "【-도록】【-기로】운명으로 결정되거나 규칙, 절차 따위로 정해지다."
"되다" "((‘-어야’ 다음에 쓰여))어떤 일이 이루어져야 하다."
"되다" "((용언의 ‘-면’ 꼴 다음에 쓰여))괜찮거나 바람직하다."
"되다" "((‘-어서’ 다음에 쓰여))어떤 일이 허락될 수 없음을 나타낸다."
"되다" "((‘-어도’ 다음에 쓰여))어떤 일이 가능하거나 허락될 수 있음을 나타낸다."
"되다" "((주로 피동의 뜻을 갖는 명사와 함께 쓰여))누구에게 어떤 일을 당하다."
"되다" "어떤 특별한 뜻을 가지는 상태에 놓이다.  "
