"word" "definition"
"프랑스" "프랑스의 작가(1844~1924). 세련된 취미와 박식(博識)으로 신랄한 풍자를 하는 것을 특색으로 하며, 1921년 노벨 문학상을 받았으며, 작품에 , ,  따위가 있다. ≒아나톨 프랑스."
